Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Product Type,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,SKU,Customer Sale Type,Customer ID,Shipping Country
 brand a,01-01-2026,INR,ONLINE STORE,2026-01-01T05:12:25Z,2026-01-01T05:12:27Z, 2026-01-01t05:12:28z,6309850000000.0,,Singapore,Rest of the World,Singapore,,Singapore,,,Chérie Kaftan,"Co-ord, eoss-25, Floral, Linen, Top, Tunic",Kaftan,S / Kaftan & Pants,,3940.975346,3940.975346,1.0,0.0,0.0,,,3940.975346,1.0,,1.0,,1.0,CHERIEKAFTAN-S & EASYIV-S,First-time,9041380000000.0,Singapore
Brand A,08-01-2026,INR,Online Store,2026-01-08T00:10:11Z,2026-01-08T00:10:12Z,,6317670000000.0,#1051,,Rest of the World,Canada,Alberta,,,8725100000000.0,Savannah Shirt,"eoss-25, Shirt, Top, Tunic",Boyfriend Shirt,XL,4246.895807,4246.895807,,1.0,,0.0,1.0,,492639.913612,1.0,,1.0,0.0,1.0,,First-time,8836460000000.0,Canada
Brand A,08-01-2026,INR, nan,2026-01-08T00:10:11Z,2026-01-08T00:10:12Z,2026-01-08T00:10:13Z,827614770000000.0,#1051,Canada,,Canada,Alberta,BEAUMONT,NAN,8725100000000.0,Marigold Tunic," co-ord, eoss-25, express shipping, kurta set, tunic",Co-ord,XL,4750.764801,4750.764801,4750.764801,0.0,0.0,0.0,1.0,,,0.0,,,0.0,1.0, nan,First-time,8836460000000.0,CANADA
Brand A,06-01-2026,INR,Online Store,2026-01-06T01:41:01Z,NAN,2026-01-06T01:41:04Z,6315420000000.0,#1050,India,India,India,MAHARASHTRA,Mumbai,,8725100000000.0,,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic",Co-ord,M,4750.764801,,4750.764801,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,,First-time,9048400000000.0,India
 brand a,13-01-2026,INR,Online Store,2026-01-13T06:25:45Z,2026-01-13T06:25:47Z,2026-01-13T06:25:48Z,6324090000000.0,#1053,United States,,United States,New York,Richmond Hill,,8725100000000.0,Rosita Tunic,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic", co-ord,XL,4750.764801,4750.764801,551088.716916,0.0,0.0,0.0,1.0,,,0.0,,,0.0,1.0,,First-time,,United States
 brand a,02-01-2026,INR,Online Store,2026-01-01T22:53:41Z,2026-01-01T22:53:42Z,2026-01-01T22:53:43Z,826688600000000.0,#1046,United States,USA, united states,New Jersey,Middletown,,8725100000000.0,Amelia Short Kurta Set," co-ord, eoss-25, express shipping, kurta set, tunic",Co-ord,,,6478.315638,6478.315638,1.0,0.0,0.0,1.0,,6478.315638,90.0,,1.0,0.0,1.0,, first-time,9042390000000.0,India
Brand A,08-01-2026,,Online Store,2026-01-08T11:39:42Z,2026-01-08T11:39:43Z,2026-01-08T11:39:44Z,6318230000000.0,#1052,United Arab Emirates,MIDDLE EAST,United Arab Emirates,Dubai,Dubai,,8789250000000.0,Wildflower Kurta Set,"COLLECTION_ET SI, EXPRESS SHIPPING",Kurta Set,XL,6478.315638,6478.315638,6478.315638,144.0,0.0,0.0,55.0,,6478.315638,1.0,,0.0,0.0,1.0,WILD-LMN,First-time,9052170000000.0,United Arab Emirates
Brand A,, inr,Online Store,2026-01-08T11:39:42Z,2026-01-08T11:39:43Z,2026-01-08T11:39:44Z,6318230000000.0,#1052,United Arab Emirates,Middle East, united arab emirates,Dubai,Dubai,,8724450000000.0,Rosita Kurta Set,,Co-ord,XL,6766.240777,6766.240777,6766.240777,0.0,0.0,0.0,1.0,,,0.0,,,0.0,1.0,,First-time,9052170000000.0,United Arab Emirates
Brand A,08-01-2026, inr,Online Store,2026-01-08T11:39:42Z,2026-01-08T11:39:43Z,2026-01-08T11:39:44Z,6318230000000.0,#1052, united arab emirates,Middle East,United Arab Emirates,Dubai,Dubai,,8724460000000.0,Water Lily Kurta,"Co-ord, eoss-25, Kurta, Kurta Set", kurta,XL / Kurta + Pants,7126.147202,7126.147202,7126.147202,,0.0,,1.0,,,0.0,,,0.0,1.0,WLKURTA-PRW-XL + WLPANT-PRW-XL,First-time,9052170000000.0,
Brand A,13-01-2026,INR,Online Store,2026-01-13T06:25:45Z,2026-01-13T06:25:47Z,2026-01-13T06:25:48Z,828455790000000.0,#1053,United States,USA,United States,New York,Richmond Hill, nan,8835880000000.0,Ella Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_NewArrival",Kurta Set,M,878171.6754139999,7198.128487,,,0.0,0.0,1.0,,,0.0,,,0.0,1.0,ELLA-BL,,9059710000000.0,United States
,06-01-2026, inr,Online Store,2026-01-06T01:41:01Z,2026-01-06T01:41:03Z,,6315420000000.0,#1050,India, india,India,Maharashtra,Mumbai,,8725100000000.0,Amelia Long Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic",Co-ord,M,7414.072341,793305.740487,860032.391556,1.0,0.0,0.0,,,7414.072341,1.0,,1.0,0.0,87.0,,First-time,9048400000000.0,India
Brand A,,INR,Online Store,2026-01-01T22:53:41Z,2026-01-01T22:53:42Z,2026-01-01T22:53:43Z,6310600000000.0,#1046,United States,USA,United States,New Jersey,,,8725100000000.0,Amelia Long Kurta Set," co-ord, eoss-25, express shipping, kurta set, tunic", co-ord,S,7414.072341,7414.072341,7414.072341,0.0,0.0,0.0,1.0,,,0.0,,,0.0,87.0,,First-time,994662900000000.0,India
Brand A,13-01-2026,INR,Online Store,2026-01-13T06:25:45Z,2026-01-13T06:25:47Z,2026-01-13T06:25:48Z,-6324090000000.0, #1053,United States,USA,United States,New York,Richmond Hill,,,,,Co-ord,M,7630.016196,7630.016196,7630.016196,0.0,0.0,0.0,1.0,,,0.0,,,0.0,1.0,,First-time,9059710000000.0,United States
Brand A,15-01-2026,INR,Online Store,2026-01-15T04:17:04Z,2026-01-15T04:17:05Z,2026-01-15T04:17:07Z,,#1054,United States,USA,United States,Illinois,, nan,8724450000000.0,Rose Noir Phiran Set, nan,Co-ord,S,7630.016196,-7630.016196,7630.016196,0.0,0.0,0.0,1.0,,,,,,0.0,1.0,,FIRST-TIME,9062680000000.0,United States
,02-01-2026,INR, online store,2026-01-01T22:53:41Z,2026-01-01T22:53:42Z,2026-01-01T22:53:43Z,6310600000000.0,#1046,United States,USA,United States,New Jersey,Middletown,,8835880000000.0,Musk Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_NewArrival",Kurta Set,S,7917.941335,7917.941335,0.0,0.0,0.0,0.0,1.0,,,0.0,,,0.0,1.0,MUSK-MULTI,First-time,994662900000000.0,India
Brand A,03-01-2026,INR,Online Store,2026-01-03T15:09:11Z,2026-01-03T15:09:12Z,,6312540000000.0,#1047,Spain,Rest of the World,Spain,Vizcaya,Santurtzi,,,Bianca Dress,Collection_Et Si,Dress,,,7917.941335,7917.941335,1.0,0.0,0.0,,,918481.19486,1.0,,1.0,0.0,-1.0,BIANCADRESS-IV,,,Spain
,08-01-2026,INR,,2026-01-08T11:39:42Z,2026-01-08T11:39:43Z,2026-01-08T11:39:44Z,6318230000000.0,#1052,United Arab Emirates,Middle East,United Arab Emirates,Dubai, dubai,NAN,817399320000000.0,Carolina Kurta Set,"Collection_Et Si, Express shipping",,XL / Kurta Set,965988.84287,7917.941335,7917.941335,0.0,0.0,0.0,1.0,,,0.0,,,0.0,1.0,CAROLINAKURTA-GRN,First-time,9052170000000.0,United Arab Emirates
,13-01-2026, inr,Online Store,2026-01-13T06:25:45Z,2026-01-13T06:25:47Z, 2026-01-13t06:25:48z,6324090000000.0,#1053, united states, nan,United States,New York,Richmond Hill,,811434300000000.0,Woodapple Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta, Kurta Set",Co-ord,XL,7917.941335,7917.941335,7917.941335,1.0,0.0,0.0,55.0,0.0,918481.19486,,,1.0,-0.0,1.0,,First-time,9059710000000.0,United States
Brand A,15-01-2026,,Online Store,2026-01-15T04:17:04Z,2026-01-15T04:17:05Z, 2026-01-15t04:17:07z,6326910000000.0,#1054,United States,USA, united states, illinois,Naperville,,8835880000000.0,Daphne Kurta Set,"Category_Kurta Set, Collection_Lumiere, Express shipping, Tag_NewArrival",Kurta Set,M,7917.941335,7917.941335,7917.941335,0.0,0.0,0.0,,,,0.0,,,0.0,1.0,DAPHNEKURTASET-BG,First-time,9062680000000.0,United States
Brand A,21-01-2026,INR,Online Store,2026-01-21T17:02:56Z,2026-01-21T17:02:59Z,2026-01-21T17:03:01Z,6335680000000.0,#1056,India,India,India,Kerala,Ernakulam,,8724320000000.0, astoria dress,"Dress, eoss-25",Dress,XXXL,8097.894547,8097.894547,8097.894547,1.0,0.0,0.0,-1.0,,8097.894547,90.0,,0.0,0.0,87.0,,,8796750000000.0,India
BRAND A,,INR,Online Store,2026-01-04T16:16:06Z,2026-01-04T16:16:08Z,2026-01-04T16:16:09Z,6313700000000.0,,India,India,India,Tamil Nadu, chennai,,8789250000000.0,Viola Kurta Set,"Collection_Et Si, Express shipping",Kurta Set,XS / Kurta Set + Stole,8637.754184,8637.754184,8637.754184,,0.0,0.0,1.0,,8637.754184,1.0,,1.0,0.0,1.0,VIOLAKURTA-IV,,9046300000000.0,India
Brand A,06-01-2026,INR,Online Store,2026-01-06T01:41:01Z,2026-01-06T01:41:03Z,2026-01-06T01:41:04Z,6315420000000.0,,India,India, india,Maharashtra,Mumbai,,8835880000000.0,Vivienne Kurta Set,"Category_Kurta Set, Collection_Lumiere, Tag_NewArrival",Kurta Set,M,8637.754184,8637.754184,8637.754184,0.0,0.0,0.0,1.0,,,0.0,,,0.0,0.0,VIV-BLUE,First-time,9048400000000.0,India
Brand A,04-01-2026, inr,,2026-01-04T04:40:12Z,2026-01-04T04:40:13Z,2026-01-04T04:40:15Z,6313290000000.0,#1048,,Rest of the World,Singapore, nan,SINGAPORE,,8724450000000.0,Attico Dress,,Dress, xxl,,8637.754184,8637.754184,1.0,0.0,0.0,,,8637.754184,,,1.0,0.0,87.0,,First-time,9045700000000.0, india
Brand A,19-01-2026,INR, online store,2026-01-19T16:16:58Z,2026-01-19T16:16:59Z,2026-01-19T16:17:00Z,6333300000000.0,#1055,United States,USA,United States,California,OAKLAND,,8725100000000.0,Amelia Long Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic", co-ord, s,9267.590426,9267.590426,0.0,0.0,0.0,0.0,1.0,,,0.0,,,0.0,-87.0,,First-time,9072080000000.0,United States
Brand A,04-01-2026,INR,Online Store,2026-01-04T04:40:12Z,2026-01-04T04:40:13Z,2026-01-04T04:40:15Z,6313290000000.0,,SINGAPORE,Rest of the World,Singapore,,Singapore,,,Wallflower Co-ord Set,"Co-ord, eoss-25, Express shipping, Kurta, Kurta Set",Co-ord,XXL,9357.567033,9357.567033,1085477.775828,0.0,0.0,0.0,1.0,,,0.0,,,0.0,1.0,,First-time,9045700000000.0,India
Brand A,19-01-2026,INR,Online Store,2026-01-19T16:16:58Z, 2026-01-19t16:16:59z,2026-01-19T16:17:00Z,6333300000000.0,#1055,United States,USA,United States,California,,,8789240000000.0,Bianca Dress,Collection_Et Si,Dress,S,,9897.426669,1148101.493604,,0.0,,1.0,,,0.0,,,0.0,0.0,BIANCADRESS-IV,,9072080000000.0,United States
Brand A,19-01-2026,INR, online store,2026-01-19T16:16:58Z,2026-01-19T16:16:59Z,2026-01-19T16:17:00Z,6333300000000.0,#1055,United States,USA,United States,,Oakland,,8789250000000.0,Roseate Kurta Set,"Collection_Et Si, Express shipping",Kurta Set,S / Kurta Set + Stole,9897.426669,9897.426669,9897.426669,1.0,0.0,0.0,1.0,,9897.426669,,,1.0,0.0,1.0,ROSEATEKURTA-PINK,First-time,9072080000000.0,
Brand A,29-01-2026,INR,Online Store,2026-01-29T15:56:31Z,,2026-01-29T15:56:33Z,6345630000000.0,#1057, united states,USA,UNITED STATES,Texas,Flower Mound,,8724460000000.0,Primrose Phiran Set,"Co-ord, eoss-25, Express shipping, Kurta Set",Kurta Set,M,7827.964729,7045.168256,7045.168256,0.0,0.0,0.0,1.0,,,0.0,,,782.796473,1.0,PRIMPHIRAN-IV-M, first-time,9093230000000.0,United States
Brand A, 29-01-2026,INR,Online Store,2026-01-29T15:56:31Z,2026-01-29T15:56:32Z, 2026-01-29t15:56:33z,6345630000000.0,#1057, united states,USA,,Texas,Flower Mound,,,Blossom Kurta Set,"Co-ord, eoss-25, Kurta, Kurta Set",Co-ord,L,9897.426669,8907.684002,8907.684002,0.0,0.0,0.0,1.0,,,0.0,,,989.742667,-1.0,,First-time,9093230000000.0,United States
Brand A,29-01-2026,INR, online store,2026-01-29T15:56:31Z,2026-01-29T15:56:32Z,2026-01-29T15:56:33Z,,#1057,United States,USA,United States,Texas,Flower Mound,,8835880000000.0,Angelica Kurta Set,,Kurta Set,M,9897.426669,8907.684002,8907.684002,1.0,0.0,0.0,1.0,,1033291.344232,1.0,,,989.742667,1.0,ANGELICA-MULTI,First-time,9093230000000.0,United States
Brand A,27-03-2026, inr,Online Store,2026-03-27T07:21:55Z,2026-03-27T07:21:56Z,2026-03-27T07:21:58Z,6417000000000.0,#1069,India,India,India,,Thane,,,,,,,0.0,0.0,144.808743,0.0,0.0,,0.0,,,0.0,,,0.0,87.0,,FIRST-TIME,,India
Brand A,08-03-2026,INR,Online Store,2026-03-08T11:49:25Z,2026-03-08T11:49:27Z,,6393250000000.0,#1067,United Kingdom,Rest of the World,United Kingdom,England,Hounslow,,,,,,,0.0,0.0,17220.40068,0.0,0.0,,-0.0,,,0.0,,,0.0,1.0,,First-time,9180670000000.0,India
Brand A,08-03-2026,INR,Online Store,2026-03-07T22:39:22Z, nan,2026-03-07T22:39:25Z,6392670000000.0,#1066,United States,USA,United States,California,Fremont,,,,,,,,0.0,148.45173,0.0,0.0,,0.0,,,0.0,,,0.0,1.0,,First-time,9064100000000.0,India
Brand A,08-03-2026,INR,Online Store,2026-03-08T11:49:25Z,2026-03-08T11:49:27Z,2026-03-08T11:49:28Z,6393250000000.0,#1067,United Kingdom,Rest of the World,United Kingdom,ENGLAND,Hounslow, nan,8724450000000.0, neroli kurta set,"Co-ord, eoss-25, Kurta, Kurta Set",Co-ord,L,1444444.4443199998,1266848.81592,11839.70856,144.0,0.0,0.0,1.0,,11839.70856,90.0,,1.0,0.0,1.0,,First-time,9180670000000.0,India
,27-03-2026,,,2026-03-27T07:21:55Z,2026-03-27T07:21:56Z,2026-03-27T07:21:58Z,840627000000000.0,#1069,India,India,India,Maharashtra,Thane,,8724460000000.0,Elora Dress,"Dress, eoss-25, Floral, Linen, Maxi Dress, Midi Dress, Non-Rts, Summer Dress",Dress,XXL,5009.107468,4508.196721,4508.196721,1.0,0.0,0.0,1.0,,4508.196721,1.0,,1.0,500.910747,1.0,,First-time,9243680000000.0,India
Brand A,26-03-2026,INR,Online Store,2026-03-26T12:28:29Z,, 2026-03-26t12:28:32z,6416000000000.0,#1068,India,India, india,Rajasthan,Jaipur,,8973380000000.0, georgina tunic set,"all, bestseller, Non-Rts, Sofia's Garden, sr23-feb, Tag_NewArrival, Tops & Tunics",Tunic Set,,8014.571949,7213.114754,7213.114754,0.0,0.0,0.0,1.0,,,0.0,,,801.457195,1.0,GEOR-IV,First-time,9242520000000.0,
Brand A,26-03-2026,INR,Online Store,2026-03-26T12:28:29Z,2026-03-26T12:28:31Z,2026-03-26T12:28:32Z,6416000000000.0,#1068,India,India,India,Rajasthan,Jaipur,,8973390000000.0,Lilibet Kurta Set,"all, Kurtas/Kaftans, Non-Rts, Sofia's Garden, sr23-feb, Tag_NewArrival",Kurta Set,L,9289.617486,894590.163966,8360.655738,144.0,0.0,0.0,1.0,0.0,8360.655737,1.0,,1.0,41803.278705000004,1.0,LILIBET-IV,First-time,9242520000000.0,
Brand A,27-03-2026,INR,Online Store,2026-03-27T07:21:55Z,2026-03-27T07:21:56Z,2026-03-27T07:21:58Z,6417000000000.0,#1069,India,INDIA,India,Maharashtra,Thane,,8724450000000.0,Rose Noir Phiran Set,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic",Co-ord,XXL,1177777.777742,8688.52459,8688.52459,,0.0,0.0,,,,0.0,,,965.391621,0.0,,First-time,9243680000000.0,India
Brand A,, inr,Online Store,,2026-03-07T22:39:24Z,2026-03-07T22:39:25Z,837439770000000.0,#1066,,,United States,NAN,Fremont,,8724440000000.0,Hyacinth Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta, Kurta Set",CO-ORD,M / Kurta Set + Stole,,9836.065574,9836.065574,1.0,0.0,0.0,1.0,,9836.065574,1.0,,1.0,1092.896175,1.0,,First-time,9064100000000.0,INDIA
Brand A,24-02-2026,INR,,2026-02-24T13:27:52Z,2026-02-24T13:27:54Z,2026-02-24T13:27:55Z,,#1064,Australia,Rest of the World,Australia,Victoria,South Morang,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,,,First-time,9158150000000.0,Australia
 brand a,,INR,Online Store,2026-02-07T13:00:14Z,2026-02-07T13:00:16Z,2026-02-07T13:00:18Z,832777480000000.0,#1060,Singapore,Rest of the World,Singapore,,Singapore,,,,,, nan,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,1.0,,First-time,9110630000000.0,
Brand A,07-02-2026,INR,ONLINE STORE,2026-02-06T18:47:23Z,2026-02-06T18:47:25Z,2026-02-06T18:47:27Z,832666130000000.0,#1059,United Kingdom,Rest of the World,United Kingdom,England,Maidenhead,,,,, nan,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,First-time,9109680000000.0,United Kingdom
Brand A,,INR,Online Store, 2026-02-07t13:05:14z,2026-02-07T13:05:15Z,2026-02-09T12:12:21Z,6357080000000.0,#1061,India,India, nan,Uttar Pradesh,,,,,,, nan,0.0,0.0,152.195838,0.0,0.0,,0.0,,,0.0,,,0.0,1.0,,First-time,9110640000000.0,India
Brand A,04-02-2026,INR,Online Store,2026-02-04T14:48:16Z, 2026-02-04t14:48:18z,2026-02-04T14:48:19Z,6353430000000.0,#1058,United States,USA,United States,Texas,,,,,,,,0.0,0.0,152.195838,0.0,0.0,,0.0,,,0.0,,,0.0,1.0,, first-time,9106040000000.0,India
Brand A,18-02-2026,INR,Online Store,2026-02-18T15:05:01Z,2026-02-18T15:05:02Z,2026-02-18T15:05:04Z,6370790000000.0,#1062,United States,USA,United States,NORTH CAROLINA,High Point,,,,,,,0.0,0.0,152.195838,0.0,0.0,,0.0,,,0.0,,,0.0,1.0,, first-time,9141370000000.0,INDIA
 brand a,19-02-2026,INR,Online Store,2026-02-18T19:45:26Z,2026-02-18T19:45:27Z,2026-02-18T19:45:29Z,6371110000000.0,#1063,Canada,Rest of the World,Canada,Alberta,Calgary,,,,,,,0.0,0.0,2750.527184,0.0,0.0,,0.0,,,0.0,,0.0,0.0,1.0,,First-time,9131960000000.0,CANADA
,,INR,Online Store,2026-02-25T18:57:24Z,2026-02-25T18:57:25Z,2026-02-25T18:57:26Z,6379270000000.0,#1065,United Arab Emirates,,United Arab Emirates,Dubai,,,,,NAN,,,0.0,0.0,2750.527184,0.0,0.0,,0.0,,,0.0,,,0.0,87.0,NAN,First-time,0.0,UNITED ARAB EMIRATES
Brand A,19-02-2026,INR,Online Store,,,2026-02-18T19:45:29Z,6371110000000.0,#1063,Canada,Rest of the World,Canada,,Calgary,,8835880000000.0,Daphne Stole,"Category_Stole, Collection_Lumiere, Tag_NewArrival",Stole,XS,447419.088638,,3667.369579,0.0,0.0,-0.0,1.0,,,0.0,,,0.0,1.0,DAPHNESTOLE-BG,First-time,9131960000000.0,Canada
Brand A,18-02-2026,INR,,,2026-02-18T15:05:02Z,2026-02-18T15:05:04Z,6370790000000.0, #1062,United States, usa,United States,North Carolina,High Point,,8725100000000.0,Primrose Kaftan,"Co-ord, eoss-25, Express shipping, Kaftan",Top,M / Kaftan + Pants,8893.371229,8893.371229,8893.371229,144.0,0.0,0.0,1.0,,,1.0,,,0.0,1.0,PRIMKAF-IV-M+PRIMPANT-IV-M,,9141370000000.0,India
Brand A,26-02-2026,INR,Online Store,2026-02-25T18:57:24Z,2026-02-25T18:57:25Z,2026-02-25T18:57:26Z,6379270000000.0,#1065,United Arab Emirates,Middle East,United Arab Emirates,Dubai,Dubai,,8725100000000.0,Marigold Kurta Set,"Co-ord, eoss-25, Express shipping, Kurta Set, Tunic",Co-ord,,9443.476666,9443.476666,9443.476666,0.0,,0.0,1.0,,,0.0,,,0.0,1.0,,First-time,9160910000000.0,United Arab Emirates
Brand A,19-02-2026,INR,Online Store,2026-02-18T19:45:26Z,2026-02-18T19:45:27Z,2026-02-18T19:45:29Z,6371110000000.0, #1063,Canada,Rest of the World,CANADA,Alberta,Calgary,,8835880000000.0,,"Category_Kurta Set, Collection_Lumiere, Express shipping, Tag_NewArrival",Kurta Set,XS,10085.26634,10085.26634,1169890.89544,144.0,0.0,0.0,1.0,,10085.26634,90.0,,1.0,0.0,1.0,DAPHNEKURTASET-BG,First-time,1004515600000000.0,Canada
Brand A,26-02-2026,INR,,2026-02-25T18:57:24Z,2026-02-25T18:57:25Z,2026-02-25T18:57:26Z,-835684370000000.0,#1065,United Arab Emirates,Middle East,,Dubai,Dubai,,8724440000000.0,Rosaline Kurta Set,,Co-ord,S / Kurta Set + Stole,1342257.2662799999,11002.10874,11002.10874,1.0,0.0,0.0,55.0,,11002.10874,1.0,,1.0,0.0,1.0,,First-time,9160910000000.0,United Arab Emirates
Brand A,07-02-2026,INR,Online Store,2026-02-06T18:47:23Z,2026-02-06T18:47:25Z,2026-02-06T18:47:27Z,6356230000000.0,#1059,UNITED KINGDOM,Rest of the World,United Kingdom,England,Maidenhead,,8835880000000.0,Auburn Stole,"Category_Stole, Collection_Lumiere, Tag_NewArrival",Stole,M,3667.369579,,,0.0,0.0,0.0,55.0,,,,,,366.736958,1.0,AUBURNSTOLE-MULTI,First-time,1002064800000000.0,United Kingdom
